uuid,identifier,createdBy,createdAtGMT,modifiedBy,modifiedAtGMT,MoundID,Date,BurialMoundAuthor,TypeClean,Type Note,Source,DescriptionOfMoundOrLocale,LanduseAroundMound,LanduseAroundMoundNote,LanduseOnTopOfMound,LanduseOnTopOfMoundNote,PositionInTheLandscape,MoundProminence,Latitude,Longitude,Northing,Easting,Accuracy,HandheldGPSPoint,Elevation,FacingDirectionForPhoto,NotesAndPhotoID,Photo,HeightMax,DiameterMax,HeightMin,DiameterMin,OtherDimension,ShapeNotes,AssociatedFeatureOrMaterial,SurfaceMaterialDescription,SampleCollected,ChronologyEstimate,AssociatedFeatureOrMaterialPhoto,Condition,PrincipalSourceOfImpact,OtherSourcesOfImpact,ArchaeologicalPotential,MostRecentDamageWhat,MostRecentDamageWhat 2,MostRecentDamageWithin,MostRecentDamageWithin 2,RTDescription,CommentsAndRecommendations,CRMPhotos,geospatialcolumn
1.0000816630479753e+018,9825,Matilde Jensen,2022-09-13 05:46:29.644 GMT,Matilde Jensen,2022-09-13 05:47:15 GMT,9825,13 Sep,Matilde Jensen,Other,settlement mound),Legacy verification,Big settlement mound located in a plain with grass. located in the eastern periphery of the village chenozen. Road near by. Grass and flowers on top of mound.,Pasture,grassland,Pasture,grassland,Valley Bottom or Plain,Medium (visibilty from  the north and the east is lower. from south and west visibility better. ),42.113095000000008,26.611086666666665,4662406.3335038954,467848.19278037647,1.2,1,126,Northwest,DSC_0006 to DSC_0010,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9825_1.jpg''}}",7,100,NA,NA,,Round,Artefact scatter,"Fragments found in animal holes. Fragments of rim, handle and floor fragment.",Yes,Prehistoric grey ware.,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9825_1a.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9825_2a.jpg''}}",2 - minor damage,Excavation?,(Possibly excavation ),2 - good,Other,specify in Annotation) (Possibly excavation ),Unknown,,,,,POINT(467848.19278 4662406.333504)
1.000081663056146e+018,9827,Matilde Jensen,2022-09-13 08:02:31.253 GMT,Matilde Jensen,2022-09-13 08:03:52 GMT,9827,13 Sep,Matilde Jensen,Extinct Burial Mound,,Legacy verification,Big mound with a large cut on top. Cut made by machine which creates a ridge in the north west periphery of the mound. Soil of the mound distributed to the north and south west.,Forest,,Pasture,grassland,Hilltop,Low,42.117298333333338,26.597664999999999,4662878.1732958863,466740.80776781117,1.2,3,10,Southwest,DSC_0019 to DSC_0026,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9827_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9827_2.jpg''}}",1,30,0.2,NA,,round with minimal sloping to the south west.,Artefact scatter,Grey and red artefacts. Prehistoric pottery and a fragment of burned clay,No,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9827_1a.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9827_2a.jpg''}}",5 - extinct or near extinct,Other (Cut made by a machine. Soil moved to the north and south east. ),,5 - none or nearly none,Other,specify in Annotation) (Cut made by a machine ),Other,Between 2-5 years ),hijacker 72²2222272 TV              vb26,RT photos: DSC_0027 to DSC_0041,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9827_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9827_2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9827_3.jpg''}, ''4'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9827_4.jpg''}, ''5'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9827_5.jpg''}, ''6'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9827_6.jpg''}}",POINT(466740.807768 4662878.173296)
1.0000816630627529e+018,9828,Matilde Jensen,2022-09-13 09:52:38.070 GMT,Matilde Jensen,2022-09-13 09:53:48 GMT,9828,13 Sep,Matilde Jensen,Uncertain Feature,,Legacy verification,Uncertain feature with geodetic point on top. located in a forest north of the village Chernozem and marked by a stone crepsis going all the way around naturally occurring. on top of the uncertain feature there is a treasure hunter hole probably older than one year,Forest,,Pasture,grassland,Upper slope,High,42.11801333333333,26.602666666666664,4662955.6256706379,467154.64255753171,1.3999999999999999,5,,Northeast,Difficulty taking pictures due to the forest,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9828_1a.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9828_2a.jpg''}}",2.5,14,NA,NA,,round,Stone wall (krepis) - Artefact scatter,"Lot of big stones and some pottery artefacts as well. Dating of the pottery is uncertain, but the colour",No,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9828_1a.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9828_2a.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9828_3a.jpg''}, ''4'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9828_4a.jpg''}}",3 - damaged,Looting (Probably treasure hunters trench),,4 - minimal,Looting,,Other,Might be more than one year ago),"01,round,3m,1.1-1.2m,manually excavated",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9828_1a.jpg''}}",POINT(467154.642558 4662955.625671)
1.0000816632217229e+018,9829,Matilde Jensen,2022-09-15 06:02:06.238 GMT,Matilde Jensen,2022-09-15 06:08:54 GMT,9829,15 Sep,Matilde Jensen,Other,Military structure. ),Legacy verification,Military structure build on top of mound. located next to a field to the east. Located in a clearing with trees to the north and west. the  military structure is build into the the field facing south with an entrance on the north side. It also has a geodetic marker on top which dates to 1949.,Pasture,grassland,Pasture,grassland (Visible soil and trees,Hilltop (Hilltop of a low rolling hill ),High,42.192811666666664,26.67050166666667,4671236.7844344629,472794.24990788003,1.3999999999999999,9,215,Northwest,DSC_0005 to DSC_0008,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9829_1.jpg''}}",2.5,22,1.8,11,,Military structure is a semi circle about 5m in diameter. the construction makes the shape of the entire dirt mound a triangular shape.,,,No,,,1 - pristine,Other (Military construction and geodetic marker),,5 - none or nearly none,Other,specify in Annotation) (Military activity),Other,Military structure from cold war. Geodetic marker from 1949),,Concrete military structure,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9829_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9829_2.jpg''}}",POINT(472794.249908 4671236.784434)
1.0000816632240788e+018,9830,Matilde Jensen,2022-09-15 06:41:23.992 GMT,Matilde Jensen,2022-09-15 06:53:25 GMT,9830,15 Sep,Matilde Jensen,Burial Mound,Could have been a mound but later rebuild a a military trench)?,Survey,Possible burial mound rebuilt as a military trench. located 20 meters north of mound 9829 in a scrubby area. Grass and some scrub on top. uneven surface due to the establishment of a military trench in the possible mound.,Scrub,,Pasture,grassland (With some scrub,Hilltop,Medium,42.193386666666662,26.669680000000003,4671300.890654319,472726.65433925617,1.3,10,202,Southwest,0017 to 0022,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9830_1.jpg''}}",1.5,25,0.8,22,,Circular shaped mound. c-shaped military trench.,,,No,,,4 - seriously damaged,Other (Military activity ),,4 - minimal,Other,specify in Annotation) (Military construction ),Other,Possibly cold war),,Military trench c-shaped and about 0.5m deep,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9830_1.jpg''}}",POINT(472726.654339 4671300.890654)
1.0000816632287314e+018,9831,Matilde Jensen,2022-09-15 07:58:56.639 GMT,Matilde Jensen,2022-09-15 08:00:02 GMT,9831,15 Sep,Matilde Jensen,Other,Geodetic marker ),Legacy verification,Round Geodetic point located in a harrowed field. Ploughed fields surrounding the point. Scrubby landscape on top of point. Big sqaure stone west of the Geodetic marker. Stone measures 1.5mx1.25,Annual agriculture,,Scrub,,Hilltop (Ridge),Super prominent,42.198943333333332,26.636734999999998,4671928.9214620451,470009.12699863123,1.3,11,178,Northwest,0026 to 0028,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9831_1.jpg''}}",0,10,0,30,,Oval shape,,,No,,,1 - pristine,Other (Geodetic point ),,2 - good,Other,specify in Annotation) (Geodetic marker ),Other,Geodetic marker from 1935),,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9831_1.jpg''}}",POINT(470009.126999 4671928.921462)
1.0000816632310924e+018,9832,Matilde Jensen,2022-09-15 08:38:21.500 GMT,Matilde Jensen,2022-09-15 08:40:38 GMT,9832,15 Sep,Matilde Jensen,Surface Scatter,,Survey,Small pieces of ceramics found in a ploughed field east of the geodetic point going down from the ridge.,Annual agriculture,,Annual agriculture,,Upper slope,High,42.198623333333337,26.637454999999999,4671893.1380192498,470068.41869523824,1.2,12,183,Northwest,0029 to 0032,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9832_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9832_2.jpg''}}",0 (Just scatter - no height ),0,NA,NA,found in a line of 170 m walking NW to SE 5 m  between each other. eastern and western side boarders are not defined.,,Artefact scatter,Prehistoric pottery sheds. Grey and red sherds. Might be handmade.,Yes,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9832_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9832_2.jpg''}}",2 - minor damage,Agriculture,,4 - minimal,Agriculture,,Last week,,,,,POINT(470068.418695 4671893.138019)
1.0000816632345281e+018,9833,Matilde Jensen,2022-09-15 09:35:30.927 GMT,Matilde Jensen,2022-09-15 09:45:25 GMT,9833,15 Sep,Matilde Jensen,Uncertain Feature,Maybe a burial mound.),Survey,Possible mound found on a field next to a dirt road. could be dirt and soil from the fields. scrubby area on top of mound with loose soil. Not as compact as a regular mound.,Annual agriculture,,Scrub,,Lower slope,High,42.183714999999999,26.650968333333335,4670233.1709100883,471177.30350465525,1.2,13,168,Southwest,33,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9833_1.jpg''}}",1.8,14,1.5,13,,Round shape,,,No,,,1 - pristine,Agriculture,,2 - good,Agriculture,,Last week,,,,,POINT(471177.303505 4670233.17091)
1.0000816632351793e+018,9834,Matilde Jensen,2022-09-15 09:46:24.392 GMT,Matilde Jensen,2022-09-15 09:49:13 GMT,9834,15 Sep,Matilde Jensen,Uncertain Feature,,Survey,20m  south east of 9833. scrubby loose soil on top. Next to a dirt road. located on a field,Annual agriculture,,Scrub,,Lower slope,High,42.183461666666666,26.651284999999998,4670204.9357209494,471203.33860293264,1.3999999999999999,14,169,Northeast,34,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9834_1.jpg''}}",1.6,5,1.4,NA,,Round,,,No,,,2 - minor damage (Animal holes),Agriculture,,2 - good,Agriculture,,Last week,,,,,POINT(471203.338603 4670204.935721)
1.000081663235594e+018,9835,Matilde Jensen,2022-09-15 09:53:21.657 GMT,Matilde Jensen,2022-09-15 09:53:35 GMT,9835,15 Sep,Matilde Jensen,Uncertain Feature,,Survey,possible mound in a field located next to mounds 9833 and 9834. Scrub on top of mound. Not as compact as other burial mounds. might be dirt and scrub from nearby fields.,Annual agriculture,,Scrub,,Lower slope,High,42.183149999999991,26.652025000000002,4670170.0810686145,471264.30627394468,1.3999999999999999,15,177,Northeast,37,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9835_1.jpg''}}",1.7,14,1.5,10,,Oval,,none,No,,,2 - minor damage,Agriculture,,2 - good,Agriculture,,Last week,,,,,POINT(471264.306274 4670170.081069)
1.0000816632364086e+018,9836,Matilde Jensen,2022-09-15 10:06:53.763 GMT,Matilde Jensen,2022-09-15 10:12:42 GMT,9836,15 Sep,Matilde Jensen,Other,Militarily construction ),Legacy verification,Military structure placed in a mound on top of a ridge. Military structure located with scrubby area surrounding it.,Annual agriculture,,Scrub,,Hilltop,High,42.180806666666662,26.655619999999999,4669908.6902145203,471560.13075921428,1.3999999999999999,16,195,Northeast,0038 to 0041,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9836_1.jpg''}}",3,40,NA,NA,,Mound is round with a semi circle shaped military structure in the middle.,,None,No,,,2 - minor damage (On the entrance on the north west side of the bunker. As a military structure it is in good condition. ),Other (Military activity ),,2 - good,Other,specify in Annotation),Other,Cold war ),,,,POINT(471560.130759 4669908.690215)
1.0000816632427013e+018,9837,Matilde Jensen,2022-09-15 11:51:43.902 GMT,Matilde Jensen,2022-09-15 11:56:09 GMT,9837,15 Sep,Matilde Jensen,Other,Military structure ),Legacy verification,Military structure located in a field facing south West. scrubby area on top. Situated quite low in the landscape and terrain. Fields around. Entrance of military structure is on the north side.,Annual agriculture,,Scrub,,Upper slope,High,42.172658333333324,26.631341666666671,4669012.3375406712,469551.24641407403,1.3,17,164,Northeast,0042 to 0047,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9837_1.jpg''}}",1,2,NA,NA,,Military structure octagonal shape. measures 2mx2m,,none,No,,,2 - minor damage (Entrance damaged ),Other (Military construction ),,2 - good,Other,specify in Annotation) (military activity ),Other,cold war),,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9837_1.jpg''}}",POINT(469551.246414 4669012.337541)
1.000081663243567e+018,9838,Matilde Jensen,2022-09-15 12:06:12.132 GMT,Matilde Jensen,2022-09-15 12:08:05 GMT,9838,15 Sep,Matilde Jensen,Burial Mound?,,Legacy verification,Burial mound located north of the military structure. Situated in a ploughed field.,Annual agriculture,,Annual agriculture,,Hilltop,High,42.172773333333332,26.631309999999999,4669025.1175700184,469548.68611569982,1.3,18,,Southeast,0048 to 0049,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9838_1.jpg''}}",0.4,30,0.2,NA,,Round over ploughed mound,,none,No,,,5 - extinct or near extinct,Agriculture,,4 - minimal,Agriculture,,Last week,,,,,POINT(469548.686116 4669025.11757)
1.0000816632441221e+018,9839,Matilde Jensen,2022-09-15 12:15:56.148 GMT,Matilde Jensen,2022-09-15 12:15:56 GMT,9839,15 Sep,Matilde Jensen,Burial Mound,,Legacy verification,Low mound located in a ploughed field. Located Weston the military structure 9837.,Annual agriculture,,Annual agriculture,,Hilltop,High,42.172940000000004,26.630670000000002,4669043.8515410693,469495.90643363341,1.2,19,,West,0050 to 0051,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9839_1.jpg''}}",0.5,25,NA,NA,,Round shape,,none,No,,,5 - extinct or near extinct,Agriculture,,4 - minimal,Agriculture,,Last week,,,,,POINT(469495.906434 4669043.851541)
1.0000816632446932e+018,9840,Matilde Jensen,2022-09-15 12:24:58.463 GMT,Matilde Jensen,2022-09-15 12:29:47 GMT,9840,15 Sep,Matilde Jensen,Other,military structure ),Survey,military structure located north of the burial mound 9839. overgrown by scrub.situated low in the terrain. One post by the entrance. Structure hard to see.,Annual agriculture,,Scrub,,Upper slope,Low,42.173379999999995,26.630423333333336,4669092.7940167608,469475.74502161634,1.3999999999999999,20,164,Northeast,0052-0053,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9840_1.jpg''}}",0.3,11,NA,5,,oval shaped,,none,No,,,3 - damaged,Erosion,,4 - minimal,Agriculture,loose soil would have eroded onto the bunker),Last week,,,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9840_1.jpg''}}",POINT(469475.745022 4669092.794017)
1.0000816632462461e+018,9841,Matilde Jensen,2022-09-15 12:50:55.783 GMT,Matilde Jensen,2022-09-15 12:51:53 GMT,9841,15 Sep,Matilde Jensen,Other,military structure ),Survey,military structure located in a field. scrubby area on top of the mound. entrance to the north. Situated very low in the terrain. overgrown by scrub. hard to see.,Annual agriculture,,Scrub,,Upper slope,Low,42.180230000000002,26.630679999999998,4669853.2749985624,469500.2354997017,1.3999999999999999,21,180,South,0056 to 0058,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9841_1.jpg''}}",1.5,20,NA,6,,oval,,none,No,,,1 - pristine,Erosion,,5 - none or nearly none,Agriculture,,Last week,,,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9841_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9841_2a.jpg''}}",POINT(469500.2355 4669853.274999)
1.000081663247082e+018,9842,Matilde Jensen,2022-09-15 13:04:47.165 GMT,Matilde Jensen,2022-09-15 13:06:53 GMT,9842,15 Sep,Matilde Jensen,Other,Geodetic point),Legacy verification,big geodetic marker in a ploughed field on the northern side of the hilltop.,Annual agriculture,,Scrub,,Upper slope,Medium,42.179961666666671,26.630346666666664,4669823.6004560888,469472.5785343523,1.5,22,175,Southwest,0059 to 0060,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9842_1.jpg''}}",1,7,NA,4,,oval,,none,No,,,1 - pristine,Other (geodetic marker ),,No observation,Unknown,,Unknown,,,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9842_1.jpg''}}",POINT(469472.578534 4669823.600456)
1.0000816632476013e+018,9843,Matilde Jensen,2022-09-15 13:13:24.024 GMT,Matilde Jensen,2022-09-15 13:16:41 GMT,9843,15 Sep,Matilde Jensen,Other,military structure ),Survey,military structure in bad condition. big hole in the middle of the structure. located in a field with scrub in the structure.,Annual agriculture,,Scrub,,Lower slope,Low,42.179518333333334,26.629826666666666,4669774.562181267,469429.42129122978,1.5,22,173,North,0060 to 0061,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9843_1.jpg''}}",0,6,NA,4,,,,none,No,,,5 - extinct or near extinct,Other (Collapsed and poorly made),,5 - none or nearly none,Unknown,,Unknown,,,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9843_1.jpg''}}",POINT(469429.421291 4669774.562181)
1.0000616633085861e+018,9844,Matthias Kaas,2022-09-16 06:09:51.306 GMT,Matthias Kaas,2022-09-16 06:15:28 GMT,9844,16 Sep,Matthias Kaas,Extinct Burial Mound,,Legacy verification,"nothing to see around point of the burial mound, there is a dirtroad 20 m to the southwest and a karst to the northwest of the extinct burial mound.",Scrub,,Scrub,,Upper slope,Nil,42.006215000000005,26.538490000000003,4650569.274635029,461782.51504757407,1.2,24,300,Northwest,DSC_0002,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9844_1.jpg''}}",0,0,NA,NA,extinct,,,none,No,,,5 - extinct or near extinct,Agriculture,,5 - none or nearly none,Agriculture,,Unknown,,,,,POINT(461782.515048 4650569.274635)
1.0000616633099617e+018,9845,Matthias Kaas,2022-09-16 06:32:46.902 GMT,Matthias Kaas,2022-09-16 06:39:10 GMT,9845,16 Sep,Matthias Kaas,Other,Military structure ),Legacy verification,the military structure is 10 m from a dirtroad to the southwest. Structure is concrete and semi round.,Pasture,grassland,Pasture,grassland,Upper slope,Medium,41.999151666666663,26.545308333333331,4649782.0166881848,462342.97545950068,1.2,25,318,Northeast,DSC 004 to DSC 006,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9845_1.jpg''}}",1.7,15,NA,12,the concrete structure is 5x5 m.,shape of the concrete structure is semi circular,,none,No,,,2 - minor damage,Erosion,,2 - good,Other,specify in Annotation) (natural ),Unknown,,,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9845_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9845_2.jpg''}}",POINT(462342.97546 4649782.016688)
